Date,Time,ProcessName,MemoryUsage,CPU
2025-04-01,17:18:00,discord,333078 kB,5.4
2025-04-01,17:30:00,firefox,529667 kB,12.8
2025-04-01,17:40:00,Xorg,76787 kB,1.1
2025-04-01,17:46:00,firefox,989758 kB,7.5
2025-04-01,17:48:00,csgo_linux,2180853 kB,65.3
2025-04-01,17:49:00,firefox,1123830 kB,6.5
2025-04-01,18:00:00,firefox,1078999 kB,12.0
2025-04-01,18:12:00,chrome,1490461 kB,20.5
2025-04-01,18:21:00,code,264951 kB,8.6
2025-04-01,18:36:00,spotify,182840 kB,3.1
2025-04-01,18:45:00,postman,310361 kB,11.6
2025-04-01,19:00:00,emulator,1547882 kB,54.3
2025-04-01,19:03:00,postman,230889 kB,7.5
2025-04-01,19:17:00,gradle,672389 kB,13.6
2025-04-01,19:22:00,csgo_linux,1759584 kB,46.8
2025-04-01,19:36:00,code,354319 kB,12.6
2025-04-01,19:45:00,zoom,454939 kB,14.6
2025-04-01,19:53:00,chrome,1427648 kB,19.5
2025-04-01,19:57:00,postman,242370 kB,9.2
2025-04-01,20:02:00,zoom,253535 kB,23.4
2025-04-01,20:09:00,chrome,622358 kB,14.1
2025-04-01,20:15:00,android-studio,1370993 kB,20.6
2025-04-01,20:22:00,gnome-shell,196470 kB,5.2
2025-04-01,20:36:00,steam,259918 kB,30.1
2025-04-01,20:49:00,android-studio,1781584 kB,46.4
2025-04-01,21:03:00,postman,150074 kB,10.7
2025-04-01,21:08:00,zoom,412849 kB,21.4
2025-04-01,21:22:00,postman,332407 kB,7.6
2025-04-01,21:25:00,firefox,845430 kB,14.1
2025-04-01,21:40:00,chrome,607426 kB,23.2
2025-04-01,21:51:00,steam,306946 kB,28.5
2025-04-01,22:06:00,android-studio,1747726 kB,31.0
2025-04-01,22:14:00,gnome-shell,170467 kB,5.2
2025-04-01,22:15:00,chrome,1380064 kB,14.8
2025-04-01,22:30:00,steam,733713 kB,38.1
2025-04-01,22:33:00,steam,680164 kB,17.9
2025-04-01,22:40:00,spotify,113589 kB,5.6
2025-04-01,22:54:00,gnome-shell,153447 kB,2.1
2025-04-01,23:00:00,gnome-shell,187972 kB,4.8
2025-04-01,23:06:00,chrome,1415544 kB,8.1
2025-04-01,23:12:00,gnome-shell,209946 kB,4.6
2025-04-01,23:21:00,chrome,952915 kB,16.9
2025-04-01,23:29:00,spotify,254473 kB,5.0
2025-04-01,23:38:00,discord,312932 kB,5.5
2025-04-01,23:45:00,minecraft,1355402 kB,38.7
2025-04-01,23:50:00,chrome,553199 kB,19.1
2025-04-02,00:00:00,code,359901 kB,8.3
2025-04-02,00:14:00,zoom,320893 kB,4.6
2025-04-02,00:27:00,firefox,528138 kB,4.0
2025-04-02,00:36:00,gradle,469703 kB,12.2
2025-04-02,00:44:00,Xorg,66600 kB,1.1
2025-04-02,00:55:00,firefox,658871 kB,17.6
2025-04-02,01:04:00,android-studio,1069526 kB,11.6
2025-04-02,01:13:00,android-studio,1599641 kB,21.7
2025-04-02,01:24:00,emulator,1669660 kB,16.5
2025-04-02,01:35:00,code,517281 kB,10.5
2025-04-02,01:40:00,gradle,625287 kB,15.5
2025-04-02,01:46:00,chrome,621152 kB,24.9
2025-04-02,02:00:00,postman,314152 kB,5.2
2025-04-02,02:10:00,gnome-shell,205086 kB,4.9
2025-04-02,02:21:00,postman,182773 kB,7.2
2025-04-02,02:23:00,steam,462614 kB,32.4
2025-04-02,02:38:00,csgo_linux,1703615 kB,45.2
2025-04-02,02:40:00,chrome,939222 kB,21.8
2025-04-02,02:49:00,postman,186223 kB,3.6
2025-04-02,02:53:00,steam,585655 kB,14.1
2025-04-02,02:59:00,minecraft,1129157 kB,59.3
2025-04-02,03:06:00,firefox,1030247 kB,15.5
2025-04-02,03:20:00,chrome,1037090 kB,7.4
2025-04-02,03:24:00,steam,654451 kB,8.2
2025-04-02,03:26:00,chrome,1137042 kB,7.3
2025-04-02,03:35:00,postman,182961 kB,4.0
2025-04-02,03:44:00,spotify,167138 kB,4.1
2025-04-02,03:54:00,zoom,291565 kB,17.0
2025-04-02,04:02:00,gnome-shell,193430 kB,4.9
2025-04-02,04:17:00,gnome-shell,166551 kB,2.1
2025-04-02,04:19:00,gnome-shell,212642 kB,1.5
2025-04-02,04:30:00,postman,332414 kB,7.4
2025-04-02,04:41:00,steam,372887 kB,11.2
2025-04-02,04:54:00,android-studio,1888567 kB,26.0
2025-04-02,05:02:00,chrome,865698 kB,18.3
2025-04-02,05:04:00,emulator,2504610 kB,20.8
2025-04-02,05:17:00,Xorg,64131 kB,1.8
2025-04-02,05:29:00,firefox,943970 kB,7.6
2025-04-02,05:40:00,discord,153078 kB,4.1
2025-04-02,05:49:00,emulator,1948406 kB,41.9
2025-04-02,06:03:00,code,284486 kB,10.5
2025-04-02,06:04:00,steam,226200 kB,22.6
2025-04-02,06:18:00,firefox,935881 kB,10.9
2025-04-02,06:21:00,android-studio,1761380 kB,12.8
2025-04-02,06:34:00,firefox,738611 kB,4.7
2025-04-02,06:48:00,chrome,1397643 kB,8.2
2025-04-02,07:01:00,discord,250906 kB,9.0
2025-04-02,07:07:00,android-studio,1505508 kB,20.4
2025-04-02,07:10:00,android-studio,1856444 kB,14.4
2025-04-02,07:12:00,gnome-shell,193303 kB,1.8
2025-04-02,07:21:00,code,479723 kB,12.4
2025-04-02,07:24:00,code,266327 kB,5.4
2025-04-02,07:35:00,chrome,1257060 kB,20.7
2025-04-02,07:48:00,firefox,875141 kB,12.4
2025-04-02,08:02:00,chrome,560772 kB,13.2
2025-04-02,08:07:00,postman,260196 kB,6.8
2025-04-02,08:20:00,csgo_linux,1247126 kB,22.5
2025-04-02,08:31:00,android-studio,1234361 kB,20.9
2025-04-02,08:32:00,spotify,194324 kB,5.4
2025-04-02,08:36:00,spotify,220817 kB,5.2
2025-04-02,08:40:00,emulator,2253296 kB,23.3
2025-04-02,08:54:00,firefox,433564 kB,12.4
2025-04-02,09:09:00,steam,781315 kB,23.5
2025-04-02,09:10:00,gnome-shell,194282 kB,3.1
2025-04-02,09:11:00,spotify,224359 kB,3.0
2025-04-02,09:21:00,discord,393411 kB,2.4
2025-04-02,09:32:00,gradle,656161 kB,6.9
2025-04-02,09:46:00,discord,264000 kB,7.7
2025-04-02,09:59:00,gradle,610068 kB,12.6
2025-04-02,10:06:00,spotify,274626 kB,4.6
2025-04-02,10:11:00,spotify,181242 kB,1.8
2025-04-02,10:26:00,csgo_linux,1662312 kB,59.9
2025-04-02,10:31:00,firefox,812254 kB,4.6
2025-04-02,10:36:00,android-studio,1645512 kB,39.1
2025-04-02,10:37:00,steam,257217 kB,22.5
2025-04-02,10:51:00,android-studio,1389152 kB,31.4
2025-04-02,10:57:00,android-studio,1754349 kB,36.0
2025-04-02,11:06:00,csgo_linux,2052697 kB,76.2
2025-04-02,11:17:00,discord,270353 kB,8.1
2025-04-02,11:24:00,android-studio,1314358 kB,36.3
2025-04-02,11:37:00,code,459407 kB,9.0
2025-04-02,11:44:00,gnome-shell,177608 kB,4.1
2025-04-02,11:55:00,Xorg,65908 kB,0.6
2025-04-02,11:59:00,gnome-shell,184347 kB,4.2
2025-04-02,12:10:00,minecraft,921131 kB,60.0
2025-04-02,12:21:00,csgo_linux,2327886 kB,68.0
2025-04-02,12:33:00,gradle,361646 kB,5.3
2025-04-02,12:43:00,spotify,152388 kB,6.4
2025-04-02,12:44:00,postman,177762 kB,9.3
2025-04-02,12:48:00,android-studio,1395807 kB,38.8
2025-04-02,12:54:00,firefox,1046989 kB,14.7
2025-04-02,12:58:00,minecraft,1521712 kB,57.3
2025-04-02,13:06:00,android-studio,1190133 kB,36.0
2025-04-02,13:20:00,steam,414744 kB,23.3
2025-04-02,13:28:00,android-studio,1312324 kB,17.8
2025-04-02,13:30:00,spotify,201714 kB,2.1
2025-04-02,13:38:00,postman,275436 kB,5.8
2025-04-02,13:41:00,chrome,525786 kB,15.5
2025-04-02,13:52:00,csgo_linux,1488577 kB,73.8
2025-04-02,14:04:00,csgo_linux,2188232 kB,78.5
2025-04-02,14:17:00,postman,291630 kB,2.8
2025-04-02,14:23:00,firefox,915714 kB,4.5
2025-04-02,14:29:00,gnome-shell,189080 kB,2.8
2025-04-02,14:42:00,gradle,589539 kB,6.4
2025-04-02,14:46:00,firefox,1128694 kB,4.6
2025-04-02,14:58:00,android-studio,1339270 kB,37.1
2025-04-02,15:01:00,gradle,566988 kB,19.3
2025-04-02,15:13:00,gradle,407233 kB,17.7
2025-04-02,15:24:00,gnome-shell,217804 kB,3.3
2025-04-02,15:32:00,code,259332 kB,9.0
2025-04-02,15:36:00,obs,264103 kB,26.3
2025-04-02,15:46:00,chrome,1395101 kB,23.8
2025-04-02,15:54:00,zoom,321291 kB,6.3
2025-04-02,16:00:00,spotify,111495 kB,4.2
2025-04-02,16:09:00,gnome-shell,196959 kB,2.2
2025-04-02,16:13:00,postman,348340 kB,2.7
2025-04-02,16:18:00,gradle,665192 kB,16.8
2025-04-02,16:23:00,postman,256653 kB,9.9
2025-04-02,16:37:00,code,302791 kB,7.7
2025-04-02,16:41:00,postman,258951 kB,7.8
2025-04-02,16:56:00,firefox,824593 kB,5.4
2025-04-02,17:03:00,postman,256794 kB,3.2
2025-04-02,17:13:00,android-studio,1379177 kB,36.3
2025-04-02,17:23:00,csgo_linux,1747457 kB,59.7
2025-04-02,17:25:00,firefox,606703 kB,9.5
2025-04-02,17:33:00,zoom,461104 kB,4.6
2025-04-02,17:45:00,chrome,677209 kB,24.5
2025-04-02,17:56:00,chrome,761940 kB,6.7
2025-04-02,18:03:00,zoom,409186 kB,13.7
2025-04-02,18:11:00,code,335939 kB,9.2
2025-04-02,18:19:00,android-studio,1128942 kB,45.4
2025-04-02,18:21:00,minecraft,911311 kB,35.0
2025-04-02,18:27:00,code,329641 kB,12.3
2025-04-02,18:36:00,gradle,312955 kB,16.7
2025-04-02,18:37:00,minecraft,882058 kB,50.0
2025-04-02,18:52:00,android-studio,1709390 kB,29.4
2025-04-02,18:57:00,spotify,259756 kB,4.7
2025-04-02,19:01:00,chrome,1307002 kB,10.8
2025-04-02,19:14:00,discord,208057 kB,6.0
2025-04-02,19:26:00,chrome,794882 kB,21.8
2025-04-02,19:28:00,chrome,1039080 kB,22.6
2025-04-02,19:33:00,Xorg,87042 kB,2.4
2025-04-02,19:36:00,gnome-shell,218973 kB,2.8
2025-04-02,19:42:00,postman,191047 kB,6.3
2025-04-02,19:43:00,discord,448326 kB,12.2
2025-04-02,19:56:00,steam,375793 kB,40.8
2025-04-02,20:06:00,csgo_linux,1654805 kB,54.4
2025-04-02,20:19:00,emulator,2477830 kB,34.6
2025-04-02,20:29:00,discord,438592 kB,13.1
2025-04-02,20:32:00,code,321697 kB,10.1
2025-04-02,20:33:00,spotify,282829 kB,6.3
2025-04-02,20:41:00,chrome,1100180 kB,26.4
2025-04-02,20:51:00,firefox,867049 kB,6.6
2025-04-02,20:58:00,chrome,1282754 kB,24.6
2025-04-02,21:07:00,discord,430649 kB,11.4
2025-04-02,21:10:00,spotify,159835 kB,6.0
2025-04-02,21:17:00,obs,431543 kB,14.7
2025-04-02,21:32:00,zoom,244094 kB,16.6
2025-04-02,21:34:00,postman,331319 kB,10.8
2025-04-02,21:36:00,firefox,898149 kB,7.3
2025-04-02,21:43:00,chrome,654332 kB,14.9
2025-04-02,21:56:00,obs,479541 kB,16.3
2025-04-02,22:04:00,emulator,2007318 kB,36.5
2025-04-02,22:15:00,steam,581947 kB,34.6
2025-04-02,22:19:00,chrome,643859 kB,10.3
2025-04-02,22:34:00,csgo_linux,2197454 kB,93.8
2025-04-02,22:39:00,csgo_linux,1969499 kB,84.1
2025-04-02,22:52:00,gradle,611356 kB,14.2
2025-04-02,22:54:00,postman,223331 kB,5.5
2025-04-02,23:08:00,zoom,481654 kB,9.8
2025-04-02,23:14:00,obs,278149 kB,27.1
2025-04-02,23:28:00,obs,475175 kB,26.9
2025-04-02,23:29:00,steam,717955 kB,28.0
2025-04-02,23:38:00,zoom,238128 kB,11.2
2025-04-02,23:51:00,chrome,930720 kB,14.7
2025-04-03,00:00:00,postman,301808 kB,3.3
2025-04-03,00:06:00,obs,583503 kB,26.0
2025-04-03,00:17:00,obs,201053 kB,32.7
2025-04-03,00:30:00,chrome,1387417 kB,5.5
2025-04-03,00:39:00,chrome,1383130 kB,14.6
2025-04-03,00:49:00,firefox,929555 kB,4.4
2025-04-03,00:54:00,code,448352 kB,10.5
2025-04-03,00:56:00,firefox,1085222 kB,16.6
2025-04-03,01:07:00,discord,162377 kB,10.5
2025-04-03,01:22:00,discord,173610 kB,2.9
2025-04-03,01:35:00,minecraft,1562405 kB,43.5
2025-04-03,01:41:00,android-studio,1209643 kB,39.0
2025-04-03,01:53:00,firefox,812063 kB,13.3
2025-04-03,02:08:00,gnome-shell,165905 kB,2.7
2025-04-03,02:11:00,discord,196329 kB,11.7
2025-04-03,02:18:00,steam,541749 kB,22.5
2025-04-03,02:26:00,code,302914 kB,10.9
2025-04-03,02:29:00,discord,232963 kB,10.4
2025-04-03,02:31:00,code,515592 kB,11.5
2025-04-03,02:43:00,spotify,256586 kB,3.7
2025-04-03,02:44:00,chrome,1316323 kB,14.1
2025-04-03,02:57:00,steam,775780 kB,15.7
2025-04-03,02:59:00,android-studio,1066343 kB,29.0
2025-04-03,03:01:00,emulator,2797404 kB,28.3
2025-04-03,03:05:00,firefox,554833 kB,7.7
2025-04-03,03:12:00,android-studio,1279285 kB,22.4
2025-04-03,03:19:00,android-studio,1280972 kB,17.9
2025-04-03,03:22:00,firefox,816538 kB,13.4
2025-04-03,03:26:00,firefox,797842 kB,8.5
2025-04-03,03:39:00,android-studio,1579312 kB,10.0
2025-04-03,03:52:00,minecraft,1549647 kB,43.2
2025-04-03,03:53:00,steam,254094 kB,23.5
2025-04-03,03:58:00,csgo_linux,1462343 kB,72.8
2025-04-03,04:04:00,gnome-shell,184090 kB,4.0
2025-04-03,04:17:00,chrome,1173710 kB,12.2
2025-04-03,04:23:00,code,419895 kB,3.2
2025-04-03,04:30:00,gradle,418672 kB,12.9
2025-04-03,04:37:00,Xorg,68124 kB,2.0
2025-04-03,04:51:00,android-studio,1259997 kB,28.5
2025-04-03,04:56:00,code,257896 kB,7.1
2025-04-03,04:57:00,code,266831 kB,3.3
2025-04-03,05:05:00,discord,227265 kB,10.8
2025-04-03,05:10:00,chrome,503137 kB,20.6
2025-04-03,05:19:00,minecraft,1125089 kB,48.7
2025-04-03,05:33:00,chrome,1038035 kB,12.3
2025-04-03,05:40:00,zoom,288544 kB,12.3
2025-04-03,05:42:00,chrome,1419863 kB,19.8
2025-04-03,05:54:00,obs,557091 kB,31.7
2025-04-03,05:59:00,android-studio,1090740 kB,30.8
2025-04-03,06:00:00,code,352015 kB,8.6
2025-04-03,06:07:00,spotify,224485 kB,5.6
2025-04-03,06:14:00,chrome,772586 kB,14.5
2025-04-03,06:28:00,android-studio,1501218 kB,37.9
2025-04-03,06:40:00,emulator,1225343 kB,50.2
2025-04-03,06:55:00,steam,269718 kB,6.4
2025-04-03,06:59:00,steam,332200 kB,7.2
2025-04-03,07:07:00,firefox,782302 kB,3.4
2025-04-03,07:10:00,chrome,1223606 kB,23.5
2025-04-03,07:12:00,chrome,588438 kB,11.2
2025-04-03,07:25:00,android-studio,1032731 kB,23.3
2025-04-03,07:27:00,android-studio,1232990 kB,38.9
2025-04-03,07:28:00,postman,332883 kB,2.1
2025-04-03,07:41:00,Xorg,85162 kB,0.9
2025-04-03,07:52:00,steam,450491 kB,17.6
2025-04-03,07:59:00,discord,317462 kB,4.0
2025-04-03,08:04:00,firefox,669438 kB,13.7
2025-04-03,08:05:00,obs,231973 kB,11.2
2025-04-03,08:10:00,obs,247044 kB,14.4
2025-04-03,08:13:00,code,362269 kB,9.9
2025-04-03,08:16:00,android-studio,1717094 kB,38.4
2025-04-03,08:28:00,postman,283299 kB,4.5
2025-04-03,08:43:00,zoom,463810 kB,19.3
2025-04-03,08:57:00,discord,278174 kB,10.9
2025-04-03,09:00:00,postman,320645 kB,4.8
2025-04-03,09:09:00,spotify,224141 kB,1.6
2025-04-03,09:18:00,chrome,547723 kB,15.9
2025-04-03,09:33:00,gnome-shell,199450 kB,2.1
2025-04-03,09:35:00,Xorg,85543 kB,0.8
2025-04-03,09:39:00,emulator,2450952 kB,38.7
2025-04-03,09:49:00,postman,161384 kB,5.8
2025-04-03,10:04:00,csgo_linux,2201581 kB,69.6
2025-04-03,10:13:00,postman,298489 kB,2.7
2025-04-03,10:22:00,chrome,665642 kB,10.3
2025-04-03,10:31:00,emulator,1921922 kB,54.1
2025-04-03,10:42:00,gradle,304445 kB,8.9
2025-04-03,10:49:00,spotify,183867 kB,2.7
2025-04-03,10:56:00,chrome,935968 kB,22.1
2025-04-03,11:02:00,discord,215390 kB,4.6
2025-04-03,11:07:00,postman,189989 kB,5.0
2025-04-03,11:18:00,android-studio,1098503 kB,34.1
2025-04-03,11:26:00,zoom,434332 kB,17.0
2025-04-03,11:29:00,gnome-shell,213601 kB,3.2
2025-04-03,11:33:00,postman,195762 kB,7.4
2025-04-03,11:41:00,discord,243581 kB,10.4
2025-04-03,11:46:00,minecraft,927586 kB,66.1
2025-04-03,11:54:00,firefox,803183 kB,14.3
2025-04-03,12:00:00,firefox,918667 kB,13.4
2025-04-03,12:02:00,gnome-shell,214754 kB,1.9
2025-04-03,12:08:00,csgo_linux,2011463 kB,47.3
2025-04-03,12:12:00,obs,326042 kB,29.0
2025-04-03,12:26:00,minecraft,982334 kB,58.1
2025-04-03,12:36:00,steam,500347 kB,31.5
2025-04-03,12:40:00,obs,393630 kB,22.1
2025-04-03,12:42:00,obs,448697 kB,28.2
2025-04-03,12:54:00,minecraft,910436 kB,68.3
2025-04-03,13:04:00,steam,317853 kB,22.8
2025-04-03,13:14:00,firefox,1198309 kB,11.0
2025-04-03,13:24:00,discord,449252 kB,7.1
2025-04-03,13:38:00,postman,237413 kB,7.9
2025-04-03,13:40:00,code,292972 kB,8.1
2025-04-03,13:51:00,postman,291088 kB,6.0
2025-04-03,14:01:00,chrome,698898 kB,17.3
2025-04-03,14:16:00,postman,252576 kB,2.6
2025-04-03,14:17:00,csgo_linux,1860190 kB,26.9
2025-04-03,14:28:00,postman,298429 kB,7.0
2025-04-03,14:40:00,discord,152646 kB,9.8
2025-04-03,14:55:00,gnome-shell,155771 kB,4.5
2025-04-03,15:06:00,postman,318659 kB,3.4
2025-04-03,15:09:00,postman,199042 kB,6.8
2025-04-03,15:17:00,gnome-shell,129467 kB,4.8
2025-04-03,15:24:00,zoom,455100 kB,10.8
2025-04-03,15:28:00,obs,322748 kB,30.5
2025-04-03,15:34:00,firefox,759137 kB,14.9
2025-04-03,15:38:00,obs,527124 kB,10.9
2025-04-03,15:44:00,obs,583115 kB,25.9
2025-04-03,15:49:00,chrome,818699 kB,16.8
2025-04-03,15:53:00,postman,347135 kB,7.0
2025-04-03,16:08:00,gradle,657360 kB,11.5
2025-04-03,16:14:00,postman,276328 kB,2.9
2025-04-03,16:19:00,obs,392640 kB,22.4
2025-04-03,16:26:00,firefox,823235 kB,9.4
2025-04-03,16:30:00,chrome,1417338 kB,16.2
2025-04-03,16:43:00,obs,514171 kB,13.8
2025-04-03,16:48:00,chrome,1331272 kB,20.5
2025-04-03,17:01:00,chrome,1261856 kB,11.8
2025-04-03,17:11:00,zoom,217383 kB,17.0
2025-04-03,17:14:00,discord,242097 kB,7.8
2025-04-03,17:24:00,chrome,869928 kB,20.1
2025-04-03,17:27:00,gradle,307391 kB,24.4
2025-04-03,17:33:00,minecraft,1171116 kB,32.4
2025-04-03,17:36:00,gnome-shell,210643 kB,4.3
2025-04-03,17:44:00,obs,204998 kB,18.1
2025-04-03,17:57:00,obs,539599 kB,34.3
2025-04-03,18:08:00,chrome,759097 kB,14.0
2025-04-03,18:17:00,steam,376475 kB,38.1
2025-04-03,18:26:00,discord,320750 kB,9.0
2025-04-03,18:40:00,postman,212049 kB,6.9
2025-04-03,18:42:00,code,328392 kB,14.1
2025-04-03,18:48:00,postman,159169 kB,4.0
2025-04-03,18:54:00,firefox,1084931 kB,13.4
2025-04-03,19:00:00,chrome,1008621 kB,10.2
2025-04-03,19:10:00,zoom,225854 kB,17.3
2025-04-03,19:25:00,csgo_linux,1446557 kB,79.7
2025-04-03,19:34:00,emulator,2293404 kB,33.3
2025-04-03,19:44:00,zoom,434569 kB,21.7
2025-04-03,19:53:00,csgo_linux,1712385 kB,92.4
2025-04-03,20:05:00,postman,324022 kB,6.1
2025-04-03,20:15:00,firefox,439818 kB,17.7
2025-04-03,20:23:00,spotify,187807 kB,4.6
2025-04-03,20:38:00,chrome,807754 kB,15.4
2025-04-03,20:45:00,code,363639 kB,14.0
